"row_num","id","rank","workers","company","url","state_l","state_s","city","metro","growth_percentage","revenue2014","industry","yrs_on_list","revenue2013","growth_dollar"
484,25511,"485",11,"InterRail","interrail","Massachusetts","MA","Newton","Boston",978.6701,17114363,"Travel & Hospitality",1,1586616.98326486,15527746.0167351
485,25292,"486",103,"Dealer Spike","dealer-spike","Oregon","OR","Lake Oswego","Portland OR",978.57,3710475,"Advertising & Marketing",1,344018.005321861,3366456.99467814
486,25844,"487",7,"Maven Recruiting Group","maven-recruiting-group","California","CA","San Francisco","San Francisco",977.8545,2069804,"Human Resources",1,192030.000338636,1877773.99966136
487,23115,"488",68,"Barbaricum","barbaricum","District of Columbia","DC","Washington","Washington DC",972.3261,13470550,"Government Services",2,1256199.02378577,12214350.9762142
488,26462,"489",17,"CATMEDIA","catmedia","Georgia","GA","Tucker","Atlanta",970.4695,4574020,"Government Services",1,427291.015764578,4146728.98423542
489,25557,"490",93,"STONE Resource Group","stone-resource-group","Georgia","GA","Roswell","Atlanta",968.9465,8957333,"IT Services",1,837958.96239896,8119374.03760104
490,24980,"491",22,"JEAR Logistics","jear-logistics","South Carolina","SC","Mount Pleasant","Charleston-North Charleston SC",968.5956,15142000,"Logistics & Transportation",1,1417000.03256611,13724999.9674339
491,26370,"492",11,"Evolve Digital Labs","evolve-digital-labs","Missouri","MO","Maplewood","St. Louis MO-IL",968.424,5109738,"Advertising & Marketing",1,478250.020591076,4631487.97940892
492,26515,"493",35,"Red Rock Business Advisors","red-rock-business-advisors","Virginia","VA","Leesburg","Washington DC",966,4797000,"Government Services",1,450000,4347000
493,25140,"494",850,"Bodhtree Solutions","bodhtree-solutions","California","CA","Santa Clara","San Jose",965.2948,40683608,"IT Services",1,3818999.96132526,36864608.0386747
494,25881,"495",25,"Cerebral Group","cerebral-group","Iowa","IA","West Des Moines","Des Moines-West Des Moines IA",964.3957,11093973,"Government Services",1,1042279.01334062,10051693.9866594
495,23317,"496",24,"Strategic Mobility Group","strategic-mobility-group","Illinois","IL","Schaumburg","Chicago",964.3337,16349432,"IT Services",2,1536118.98223273,14813313.0177673
496,25343,"497",14,"Petroleum Kings","petroleum-kings","New York","NY","New Rochelle","New York City",961.9433,2623000,"Energy",1,247000.004614182,2375999.99538582
497,25420,"498",26,"Fino Consulting","fino-consulting","New York","NY","New York","New York City",956.1489,6025002,"Software",1,570468.993529227,5454533.00647077
498,23277,"499",67,"TruEffect","trueffect","Colorado","CO","Westminster","Denver",953.1594,21276600,"Advertising & Marketing",2,2020263.97903299,19256336.020967
499,24816,"500",20,"Rook Security","rook-security","Indiana","IN","Indianapolis","Indianapolis IN",942.2636,3998811,"Security",1,383665.993900199,3615145.0060998
500,23107,"501",54,"SHINE Systems & Technologies","shine-systems-technologies","Virginia","VA","Charlottesville","Charlottesville VA",941.5318,13097440,"Government Services",2,1257517.05324792,11839922.9467521
501,21480,"502",60,"Cornerstone Advisors Group","cornerstone-advisors-group","Connecticut","CT","Georgetown","Bridgeport-Stamford-Norwalk CT",940.4882,11582756,"Health",3,1113203.97482643,10469552.0251736
502,25179,"503",6,"Better Life","better-life","Missouri","MO","St. Louis","St. Louis MO-IL",938.9836,3172235,"Consumer Products & Services",1,305320.98870473,2866914.01129527
503,22976,"504",12,"US Perishables","us-perishables","California","CA","Oakland","San Francisco",935.2811,4435641,"Logistics & Transportation",2,428447.983837433,4007193.01616257
504,26241,"505",45,"Pixafy","pixafy","New York","NY","New York","New York City",934.8826,4000194,"Software",1,386536.018674969,3613657.98132503
505,25651,"506",14,"treetree","treetree","Ohio","OH","Columbus","Columbus OH",934.304,2361047,"Advertising & Marketing",1,228273.989078646,2132773.01092135
506,25569,"507",12,"Amicus Creative Media","amicus-creative-media","New York","NY","Port Washington","New York City",932.2259,3107000,"Advertising & Marketing",1,301000.003971999,2805999.996028
507,25314,"508",31,"Tribal Tech","tribal-tech","Virginia","VA","Alexandria","Washington DC",930.6793,3065261,"Government Services",1,297402.014380225,2767858.98561978
508,26160,"509",88,"Evolv","evolv","California","CA","San Francisco","San Francisco",930.6238,5452000,"Human Resources",1,529000.009508804,4922999.9904912
509,26423,"510",87,"Aventine Hill Partners","aventine-hill-partners","Texas","TX","San Antonio","San Antonio TX",929.9784,9326547,"Business Products & Services",1,905508.989314727,8421038.01068527
510,24974,"511",33,"EventWorks","eventworks","South Carolina","SC","North Charleston","Charleston-North Charleston SC",929.4724,3019216,"Business Products & Services",1,293277.993659665,2725938.00634034
511,25541,"512",7,"Tach Tech","tach-tech","California","CA","San Francisco","San Francisco",927.3937,3069421,"IT Services",1,298758.012629433,2770662.98737057
512,25676,"513",24,"IdeaScale","ideascale","California","CA","San Francisco","San Francisco",915.5029,2395155,"Software",1,235859.001485865,2159295.99851414
513,25370,"514",24,"Tucker-Rose Associates","tucker-rose-associates","Texas","TX","New Braunfels","San Antonio TX",914.9549,3115333,"IT Services",1,306942.998156864,2808390.00184314
514,24858,"515",16,"Co-construct","co-construct","Virginia","VA","Crozet","Charlottesville VA",912.4393,2101986,"Software",1,207616.002263049,1894369.99773695
515,26227,"516",38,"Tidal Basin Government Consulting","tidal-basin-government-consulting","Virginia","VA","Alexandria","Washington DC",912.2133,9547611,"Government Services",1,943241.014517395,8604369.98548261
516,21436,"517",213,"Cimation","cimation","Texas","TX","Houston","Houston",910.9181,46660976,"Energy",3,4615702.8942305,42045273.1057695
517,23000,"518",51,"1st American Systems and Services","1st-american-systems-and-services","Virginia","VA","Falls Church","Washington DC",910.8813,7034278,"Government Services",2,695855.982299801,6338422.0177002
518,23657,"519",2,"New Horizon Health","new-horizon-health","California","CA","Westlake Village","Los Angeles",910.3953,7635426,"Health",2,755687.006857613,6879738.99314239
519,23118,"520",12,"Sunsight Instruments","sunsight-instruments","Florida","FL","Maitland","Orlando FL",908.5895,4719836,"Telecommunications",2,467964.023024233,4251871.97697577
520,23292,"521",40,"Protege","protege","Virginia","VA","Reston","Washington DC",908.4151,3528878,"IT Services",2,349942.994705256,3178935.00529474
521,25363,"522",70,"Bravens","bravens","Pennsylvania","PA","Breinigsville","Reading PA",908.2591,11759245,"IT Services",1,1166291.97792512,10592953.0220749
522,24836,"523",17,"Inductive Minds","inductive-minds","Virginia","VA","Sterling","Washington DC",908.0198,3667811,"Government Services",1,363862.991580126,3303948.00841987
523,25416,"524",10,"Knockaround","knockaround","California","CA","San Diego","San Diego",907.7487,5744500,"Consumer Products & Services",1,570032.985405985,5174467.01459402
524,25362,"525",34,"Sanametrix","sanametrix","District of Columbia","DC","Washington","Washington DC",906.8675,8357000,"IT Services",1,829999.975170517,7527000.02482948
525,19790,"526",119,"Nutrabolt","nutrabolt","Texas","TX","Bryan","College Station-Bryan TX",904.9543,155957508,"Consumer Products & Services",4,15518865.683743,140438642.316257
526,22974,"527",231,"Puppet Labs","puppet-labs","Oregon","OR","Portland","Portland OR",903.5672,16368522,"Software",2,1631033.97560223,14737488.0243978
527,26161,"528",7,"Pyure Brands","pyure-brands","Florida","FL","Naples","Naples-Marco Island FL",898.3936,3044801,"Food & Beverage",1,304970.003814127,2739830.99618587
528,25232,"529",99,"PotomacWave Consulting","potomacwave-consulting","Virginia","VA","Alexandria","Washington DC",896.673,23522829,"Government Services",1,2360135.06937581,21162693.9306242
529,26229,"530",25,"R3 Government Solutions","r3-government-solutions","Virginia","VA","Arlington","Washington DC",893.5246,3708599,"Government Services",1,373277.018002373,3335321.98199763
530,21075,"531",439,"EagleView Technologies","eagleview-technologies","Washington","WA","Bothell","Seattle",892.8131,123607728,"Software",3,12450251.5125959,111157476.487404
531,21694,"532",1300,"American Eagle Protective Services","american-eagle-protective-services","Texas","TX","Austin","Austin",892.4067,55658326,"Government Services",3,5608419.00805386,50049906.9919461
532,25976,"533",25,"CloudOne","cloudone","Indiana","IN","Indianapolis","Indianapolis IN",892.3077,3870000,"IT Services",1,389999.996976744,3480000.00302326
533,23382,"534",8,"Wireless Environment","wireless-environment","Ohio","OH","Solon","Cleveland",892.206,7021554,"Consumer Products & Services",2,707670.987677962,6313883.01232204
534,26176,"535",20,"Ledbury","ledbury","Virginia","VA","Richmond","Richmond VA",891.6257,4089048,"Retail",1,412358.009680467,3676689.99031953
535,26574,"536",24,"Hannah Solar","hannah-solar","Georgia","GA","Atlanta","Atlanta",891.0557,30990312,"Energy",1,3127000.02633555,27863311.9736644
536,23009,"537",22,"GSATi","gsati","Texas","TX","Denton","Dallas",887.7462,2900181,"IT Services",2,293616.011886454,2606564.98811355
537,21009,"538",142,"Elemental Technologies","elemental-technologies","Oregon","OR","Portland","Portland OR",887.4358,32250582,"Software",3,3266094.05897578,28984487.9410242
538,25766,"539",8,"Las Ventanas Homes","las-ventanas-homes","New Mexico","NM","Albuquerque","Albuquerque NM",887.2925,3139590,"Construction",1,317999.984806934,2821590.01519307
539,20996,"540",258,"EngagePoint","engagepoint","Maryland","MD","Calverton","Washington DC",887.2598,83534635,"Government Services",3,8461261.66587559,75073373.3341244
540,25251,"541",16,"Social Media Link","social-media-link","New York","NY","New York","New York City",885.3652,4220122,"Advertising & Marketing",1,428279.992027321,3791842.00797268
541,23175,"542",26,"LinTech Global","lintech-global","Michigan","MI","Farmington Hills","Detroit",885.0994,5736155,"Government Services",2,582292.00017785,5153862.99982215
542,25784,"543",119,"Cleveland HeartLab","cleveland-heartlab","Ohio","OH","Cleveland","Cleveland",883.2242,27019000,"Health",1,2747999.8966665,24271000.1033335
543,22858,"544",170,"Timberhorn","timberhorn","Texas","TX","Frisco","Dallas",882.6252,16734500,"IT Services",2,1703039.97902761,15031460.0209724
544,26103,"545",6,"Icon Homes","icon-homes","Utah","UT","Salt Lake City","Salt Lake City",881.4653,2125000,"Construction",1,216513.003567217,1908486.99643278
545,23273,"546",104,"The Ironside Group","the-ironside-group","Massachusetts","MA","Lexington","Boston",879.2299,21787964,"IT Services",2,2225010.08190212,19562953.9180979
546,22968,"547",35,"Command Post Technologies","command-post-technologies","Virginia","VA","Suffolk","Virginia Beach-Norfolk-Newport News VA-NC",876.3543,7353549,"Government Services",2,753163.98975249,6600385.01024751
547,25454,"548",13,"Vert Mobile","vert-mobile","Georgia","GA","Atlanta","Atlanta",873.5465,2235662,"Advertising & Marketing",1,229641.008416136,2006020.99158386
548,25792,"549",28,"1SEO.com","1seocom","Pennsylvania","PA","Levittown","Philadelphia",871.4774,3268050,"Advertising & Marketing",1,336400.00271751,2931649.99728249
549,22943,"550",14,"iSend","isend","Connecticut","CT","Middlebury","New Haven-Milford CT",871.3151,158603220,"Financial Services",2,16328709.3961578,142274510.603842
550,25539,"551",45,"NorCal CrossFit","norcal-crossfit","California","CA","San Jose","San Jose",870.7574,2872908,"Health",1,295945.001294865,2576962.99870513
551,25928,"552",10,"Zarbee's Naturals","zarbees-naturals","Utah","UT","Draper","Salt Lake City",870.3837,10964608,"Health",1,1129924.99770967,9834683.00229033
552,25030,"553",38,"Lone Star Bloom","lone-star-bloom","Texas","TX","Austin","Austin",869.0414,2912076,"Retail",1,300510.999839635,2611565.00016036
553,25723,"554",10,"Upstate Coin & Gold","upstate-coin-gold","New York","NY","Fayetteville","Syracuse NY",867.4271,57475696,"Financial Services",1,5941088.06751434,51534607.9324857
554,23084,"555",10,"iQuasar","iquasar","Virginia","VA","Sterling","Washington DC",867.0735,4054330,"IT Services",2,419237.007321574,3635092.99267843
555,23900,"556",47,"Boulder Creek Builders","boulder-creek-builders","Colorado","CO","Louisville","Boulder CO",865.97,44718692,"Real Estate",2,4629407.95262793,40089284.0473721
556,26104,"557",50,"Tekk Fusion","tekk-fusion","Florida","FL","Orlando","Orlando FL",865.5715,3283648,"IT Services",1,340073.00339747,2943574.99660253
557,26440,"558",457,"Progreso Financero","progreso-financero","California","CA","Redwood City","San Francisco",865.3859,74656156,"Financial Services",1,7733296.70549363,66922859.2945064
558,23252,"559",24,"Stress Free Property Management","stress-free-property-management","Florida","FL","Tampa","Tampa",863.4269,8914811,"Real Estate",2,925323.03177335,7989487.96822665
559,24976,"560",22,"Chief Outsiders","chief-outsiders","Texas","TX","Houston","Houston",863.2037,3094109,"Advertising & Marketing",1,321231.012713095,2772877.98728691
560,21114,"561",100,"Marketplace Homes","marketplace-homes","Michigan","MI","Livonia","Detroit",862.0821,26786520,"Real Estate",3,2784223.92434076,24002296.0756592
561,25249,"562",14,"McKee Homes","mckee-homes","North Carolina","NC","Fayetteville","Fayetteville NC",855.5038,18532024,"Construction",1,1939502.90935525,16592521.0906447
562,26244,"563",35,"CivicSolar","civicsolar","California","CA","San Francisco","San Francisco",848.7322,27878791,"Energy",1,2938531.12606487,24940259.8739351
563,26460,"564",35,"Go Advertise Unlimited","go-advertise-unlimited","Georgia","GA","Fayetteville","Atlanta",848.6039,2197460,"Advertising & Marketing",1,231652.00986418,1965807.99013582
564,25675,"565",10,"Regulated Capital Consultants","regulated-capital-consultants","Georgia","GA","Atlanta","Atlanta",845.098,2892000,"Business Products & Services",1,306000.012697096,2585999.9873029
565,22926,"566",84,"Eventus Solutions Group","eventus-solutions-group","Colorado","CO","Englewood","Denver",843.1417,17492874,"Business Products & Services",2,1854745.05050514,15638128.9494949
566,25392,"567",20,"Digital Roots","digital-roots","Michigan","MI","Northville","Detroit",841.3212,2474903,"Software",1,262918.013532469,2211984.98646753
567,25134,"568",12,"Kitchen Resource Direct","kitchen-resource-direct","Florida","FL","Tampa","Tampa",839.5373,4407266,"Retail",1,469088.986674611,3938177.01332539
568,25400,"569",8,"Full Circle Home","full-circle-home","New York","NY","New York","New York City",839.3754,3670910,"Consumer Products & Services",1,390782.00259449,3280127.99740551
569,23523,"570",52,"Adafruit","adafruit","New York","NY","New York","New York City",839.1558,22058337,"Manufacturing",2,2348740.96502412,19709596.0349759
570,24960,"571",24,"Prime Energy Group","prime-energy-group","North Carolina","NC","Raleigh","Raleigh-Cary NC",833.8797,3950311,"Construction",1,422999.985972497,3527311.0140275
571,24942,"572",154,"Entellus Medical","entellus-medical","Minnesota","MN","Plymouth","Minneapolis",832.9636,32531833,"Health",1,3486934.86005242,29044898.1399476
572,22115,"573",20,"SpearMC Consulting","spearmc-consulting","California","CA","San Francisco","San Francisco",831.9709,7271386,"IT Services",3,780215.991722488,6491170.00827751
573,25087,"574",32,"G-Force Shipping","g-force-shipping","Massachusetts","MA","Norwell","Boston",830.8605,10022975,"Logistics & Transportation",1,1076742.97061697,8946232.02938303
574,23154,"575",79,"Strongbridge","strongbridge","Virginia","VA","Sterling","Washington DC",829.4227,13175301,"Government Services",2,1417578.99823191,11757722.0017681
575,23200,"576",55,"Rooster Park","rooster-park","Washington","WA","Seattle","Seattle",826.3143,8156197,"Software",2,880499.955576633,7275697.04442337
576,1253,"577",25,"Strada Capital","strada-capital","California","CA","Laguna Hills","Los Angeles",826.2046,8765600,"Financial Services",3,946399.963895666,7819200.03610433
577,25579,"578",7,"gBuild Construction Managers","gbuild-construction-managers","Pennsylvania","PA","Exton","Philadelphia",824.8193,8132778,"Construction",1,879391.033469998,7253386.96653
578,23375,"579",403,"Roof Diagnostics Solar","roof-diagnostics-solar","New Jersey","NJ","Wall","New York City",824.0932,55472428,"Energy",2,6002904.0360864,49469523.9639136
579,25096,"580",9,"Phipps Court Reporting","phipps-court-reporting","Florida","FL","West Palm Beach","Miami",823.9908,2862699,"Business Products & Services",1,309818.99386877,2552880.00613123
580,23259,"581",38,"Cloud9 Real Time","cloud9-real-time","California","CA","San Diego","San Diego",823.914,6121965,"IT Services",2,662611.996354639,5459353.00364536
581,22894,"582",240,"DataXu","dataxu","Massachusetts","MA","Boston","Boston",823.1993,118351136,"Advertising & Marketing",2,12819673.4984526,105531462.501547
582,21219,"583",96,"Hawaii Energy Connection","hawaii-energy-connection","Hawaii","HI","Aiea","Honolulu HI",818.4126,43205415,"Energy",3,4704357.82348805,38501057.176512
583,21008,"584",64,"Vital Farms","vital-farms","Texas","TX","Austin","Austin",817.9166,17175642,"Food & Beverage",3,1871154.96113699,15304487.038863
584,23005,"585",11,"SimplyGlobo","simplyglobo","Illinois","IL","Villa Park","Chicago",815.0161,3279381,"Retail",2,358395.988879321,2920985.01112068
585,26257,"586",83,"RevZilla.com","revzillacom","Pennsylvania","PA","Philadelphia","Philadelphia",811.9209,58348536,"Retail",1,6398420.7402199,51950115.2597801
586,25043,"587",50,"Loop1 Systems","loop1-systems","Texas","TX","Austin","Austin",811.1332,10649216,"IT Services",1,1168788.05426034,9480427.94573966
587,24904,"588",57,"CFS2","cfs2","Oklahoma","OK","Tulsa","Tulsa OK",810.8362,6211156,"Financial Services",1,681918.000184885,5529237.99981511
588,26172,"589",87,"Collective Bias","collective-bias","Arkansas","AR","Bentonville","Fayetteville-Springdale-Rogers AR-MO",809.9576,15584972,"Advertising & Marketing",1,1712714.08689811,13872257.9131019
589,23469,"590",41,"GiaSpace","giaspace","Florida","FL","Fort Lauderdale","Miami",809.3824,5297989,"IT Services",2,582591.987705062,4715397.01229494
590,19565,"591",110,"4moms","4moms","Pennsylvania","PA","Pittsburgh","Pittsburgh PA",806.709,30484273,"Consumer Products & Services",4,3362079.01322254,27122193.9867775
591,25311,"592",8,"PSG Construction","psg-construction","Georgia","GA","Atlanta","Atlanta",806.4316,4689850,"Construction",1,517397.010430793,4172452.98956921
592,23305,"593",10,"Kyzen Consulting Services","kyzen-consulting-services","Florida","FL","West Palm Beach","Miami",805.8606,2000258,"Government Services",2,220813.003678491,1779444.99632151
593,26545,"594",132,"Exact Care Pharmacy","exact-care-pharmacy","Ohio","OH","Valley View","Cleveland",805.3339,49607854,"Health",1,5479509.16231017,44128344.8376898
594,26506,"595",35,"iFixYouri","ifixyouri","Florida","FL","Palm Beach Gardens","Miami",802.0383,2157432,"Retail",1,239172.992987105,1918259.0070129
595,23466,"596",10,"Benztown","benztown","California","CA","Burbank","Los Angeles",796.4922,2515109,"Media",2,280550.014824446,2234558.98517555
596,26281,"597",30,"Kettle","kettle","New York","NY","New York","New York City",795.5494,6003584,"Advertising & Marketing",1,670379.992438161,5333204.00756184
597,22895,"598",0,"MileStone Community Builders","milestone-community-builders","Texas","TX","Austin","Austin",795.3091,88777494,"Real Estate",2,9915848.50416465,78861645.4958353
598,25073,"599",41,"Scotlynn USA Division","scotlynn-usa-division","Florida","FL","Fort Myers","Cape Coral-Fort Myers FL",793.4531,39628078,"Logistics & Transportation",1,4435384.24120975,35192693.7587902
599,22964,"600",88,"CashStar","cashstar","Maine","ME","Portland","Portland-South Portland-Biddeford ME",791.6667,15836000,"Software",2,1775999.93360748,14060000.0663925
600,25252,"601",38,"Hathway","hathway","California","CA","San Luis Obispo","San Luis Obispo-Paso Robles CA",790.7559,4190463,"Advertising & Marketing",1,470438.98333988,3720024.01666012
601,26094,"602",37,"Iron Tribe Fitness","iron-tribe-fitness","Alabama","AL","Birmingham","Birmingham-Hoover AL",790.3194,4011067,"Health",1,450520.004393929,3560546.99560607
602,25300,"603",5,"Spa Enrichment Strategies","spa-enrichment-strategies","New Mexico","NM","Albuquerque","Albuquerque NM",790.275,2102064,"Consumer Products & Services",1,236114.009716099,1865949.9902839
603,23031,"604",75,"Silencerco","silencerco","Utah","UT","West Valley City","Salt Lake City",787.7237,10753947,"Consumer Products & Services",2,1211406.99521709,9542540.00478291
604,24681,"605",63,"Corps Solutions","corps-solutions","Virginia","VA","Stafford","Washington DC",785.5716,8194805,"Government Services",1,925368.9933146,7269436.0066854
605,23265,"606",95,"Scepter Technologies","scepter-technologies","Maryland","MD","Owings Mills","Baltimore",783.3858,10242452,"IT Services",2,1159454.00073218,9082997.99926782
606,25719,"607",200,"VForce Infotech","vforce-infotech","New Jersey","NJ","Iselin","New York City",782.9693,16490000,"IT Services",1,1867562.09983745,14622437.9001626
607,26096,"608",45,"K&L Green Operations","kl-green-operations","New York","NY","Copiague","New York City",782.208,5145337,"Energy",1,583233.999238275,4562103.00076173
608,24912,"609",14,"Little Passports","little-passports","California","CA","San Francisco","San Francisco",779.7741,2351909,"Consumer Products & Services",1,267331.011449416,2084577.98855058
609,21115,"610",23,"Hernandez Consulting","hernandez-consulting","Louisiana","LA","New Orleans","New Orleans-Metairie-Kenner LA",779.0715,16094973,"Government Services",3,1830906.01845242,14264066.9815476
610,23272,"611",154,"TechShop","techshop","California","CA","San Jose","San Jose",778.4738,9753457,"Manufacturing",2,1110272.95293269,8643184.04706731
611,21121,"612",96,"Zenosys","zenosys","New Jersey","NJ","Kendall Park","New York City",774.7829,5343314,"IT Services",2,610816.009320713,4732497.99067929
612,25593,"613",3,"Second Media","second-media","California","CA","San Francisco","San Francisco",773.273,3325310,"Media",1,380786.993299919,2944523.00670008
613,24972,"614",5,"Facility Nexus","facility-nexus","Utah","UT","Salt Lake City","Salt Lake City",772.3927,3146075,"Business Products & Services",1,360626.011657365,2785448.98834264
614,19412,"615",27,"ASE Direct","ase-direct","Tennessee","TN","Brentwood","Nashville",760.2982,34497596,"Government Services",4,4009957.94249017,30487638.0575098
615,25048,"616",42,"Ven Soft","ven-soft","Virginia","VA","Fairfax","Washington DC",759.4886,3072706,"IT Services",1,357503.985509523,2715202.01449048
616,23221,"617",212,"Fruition Partners","fruition-partners","Illinois","IL","Chicago","Chicago",758.6166,30069663,"IT Services",2,3502105.9457737,26567557.0542263
617,25705,"618",8,"Mass Metal","mass-metal","Kansas","KS","Lawrence","Lawrence KS",758.5189,17550943,"Financial Services",1,2044328.08642885,15506614.9135712
618,21392,"619",104,"BayRu","bayru","Illinois","IL","Morton Grove","Chicago",754.2854,27388108,"Retail",3,3205966.99885074,24182141.0011493
619,24907,"620",15,"EyeMD EMR Healthcare Systems","eyemd-emr-healthcare-systems","Florida","FL","Bonita Springs","Naples-Marco Island FL",753.9595,2384383,"IT Services",1,279214.997900954,2105168.00209905
620,23334,"621",93,"Pluralsight","pluralsight","Utah","UT","Layton","Ogden-Clearfield UT",753.8939,28501656,"Education",2,3337845.13509231,25163810.8649077
621,21132,"622",159,"mophie","mophie","California","CA","Tustin","Los Angeles",750.5427,215393724,"Consumer Products & Services",3,25324269.3165199,190069454.68348
622,26505,"623",53,"Joule Energy","joule-energy","Louisiana","LA","New Orleans","New Orleans-Metairie-Kenner LA",749.8454,12462915,"Energy",1,1466492.02313738,10996422.9768626
623,24866,"624",33,"ZOG Digital","zog-digital","Arizona","AZ","Scottsdale","Phoenix",748.0046,2846692,"Advertising & Marketing",1,335692.990344628,2510999.00965537
624,26382,"625",20,"iCube CSI","icube-csi","Florida","FL","Jacksonville","Jacksonville FL",747.273,3253740,"IT Services",1,384024.983682945,2869715.01631705
625,23023,"626",49,"Greenphire","greenphire","Pennsylvania","PA","King of Prussia","Philadelphia",744.9564,6785000,"Software",2,803000.012781725,5981999.98721828
626,23122,"627",175,"Branding Brand","branding-brand","Pennsylvania","PA","Pittsburgh","Pittsburgh PA",744.3667,12130721,"Software",2,1436665.01769906,10694055.9823009
627,21426,"628",70,"Quality Management Solutions","quality-management-solutions","Massachusetts","MA","Wakefield","Philadelphia",741.1839,17282821,"IT Services",3,2054582.95148065,15228238.0485194
628,23297,"629",206,"Kendra Scott","kendra-scott","Texas","TX","Austin","Austin",740.7748,11602692,"Retail",2,1379999.9714549,10222692.0285451
629,25728,"630",12,"Dicks Nanton Agency","dicks-nanton-agency","Florida","FL","Orlando","Orlando FL",740.6266,3103047,"Advertising & Marketing",1,369135.000010706,2733911.99998929
630,23038,"631",725,"TaskUs","taskus","California","CA","Santa Monica","Los Angeles",739.0994,6243017,"Business Products & Services",2,744013.998818257,5499003.00118174
631,23418,"632",94,"Glover Services","glover-services","Utah","UT","Bluffdale","Salt Lake City",738.4579,16050088,"Construction",2,1914238.98564257,14135849.0143574
632,25621,"633",30,"Dime","dime","Georgia","GA","Cumming","Atlanta",736.441,2140645,"Business Products & Services",1,255923.011904008,1884721.98809599
633,21064,"634",30,"The Premier Group Staffing","the-premier-group-staffing","Colorado","CO","Denver","Denver",734.6353,13657622,"Human Resources",3,1636358.05962197,12021263.940378
634,26582,"635",465,"Opower","opower","Virginia","VA","Arlington","Washington DC",733.9883,88703000,"Energy",1,10636000.5290242,78066999.4709758
635,26295,"636",56,"The Rinaldi Group","the-rinaldi-group","New Jersey","NJ","Secaucus","New York City",733.0678,75469081,"Construction",1,9059176.33594768,66409904.6640523
636,23029,"637",11,"SiiBER","siiber","Indiana","IN","Fort Wayne","Fort Wayne IN",732.4662,2368691,"Consumer Products & Services",2,284538.999901738,2084152.00009826
637,23243,"638",130,"MobileOne","mobileone","California","CA","San Diego","San Diego",729.823,59079647,"Retail",2,7119548.02409671,51960098.9759033
638,25194,"639",58,"7Summits","7summits","Wisconsin","WI","Milwaukee","Milwaukee-Waukesha-West Allis WI",727.6076,10248000,"Business Products & Services",1,1238267.99077244,9009732.00922756
639,23245,"640",65,"Signature Consulting Group","signature-consulting-group","Maryland","MD","Windsor Mill","Baltimore",727.3235,15381665,"IT Services",2,1859208.03651776,13522456.9634822
640,25985,"641",35,"OrangePeople","orangepeople","California","CA","Irvine","Los Angeles",726.5997,4573171,"IT Services",1,553250.987146499,4019920.0128535
641,26578,"642",6,"McGregor Homes","mcgregor-homes","Oklahoma","OK","Edmond","Oklahoma City OK",726.2162,6114000,"Real Estate",1,740000.014524043,5373999.98547596
642,23055,"643",41,"Camp Gladiator","camp-gladiator","Texas","TX","Austin","Austin",724.6445,6786000,"Consumer Products & Services",2,822900.049657762,5963099.95034224
643,25506,"644",20,"Kings Capital Construction","kings-capital-construction","New York","NY","White Plains","New York City",713.939,6472728,"Construction",1,795235.023754852,5677492.97624515
644,23433,"645",85,"iUnlimited Investigative Services","iunlimited-investigative-services","California","CA","Sacramento","Sacramento--Arden-Arcade--Roseville CA",712.5619,5173330,"Security",2,636669.03407605,4536660.96592395
645,26411,"646",14,"Boost Software","boost-software","Massachusetts","MA","Boston","Boston",711.0722,11566441,"Software",1,1426067.98753551,10140373.0124645
646,25411,"647",148,"Cardinal Group Management","cardinal-group-management","Colorado","CO","Denver","Denver",710.4798,46638997,"Real Estate",1,5754492.21559871,40884504.7844013
647,24954,"648",13,"Defense Engineering","defense-engineering","Ohio","OH","Beavercreek","Dayton OH",708.9784,3746646,"Government Services",1,463133.008248428,3283512.99175157
648,25332,"649",18,"W&R Studios","wr-studios","California","CA","Huntington Beach","Los Angeles",708.1784,2344170,"Software",1,290056.007435982,2054113.99256402
649,20975,"650",434,"Acquia","acquia","Massachusetts","MA","Burlington","Boston",707.5023,71007265,"Software",3,8793444.30350229,62213820.6964977
650,23229,"651",54,"Vivo Clothing","vivo-clothing","Idaho","ID","Coeur d'Alene","Coeur d'Alene ID",707.1836,3601968,"Retail",2,446238.996927093,3155729.00307291
651,21126,"652",434,"Saratoga Roofing & Construction","saratoga-roofing-construction","Oklahoma","OK","Oklahoma City","Oklahoma City OK",706.0034,54125468,"Construction",3,6715290.28289459,47410177.7171054
652,23447,"653",500,"George Street Photo & Video","george-street-photo-video","Illinois","IL","Chicago","Chicago",703.5961,18447103,"Consumer Products & Services",2,2295569.00537471,16151533.9946253
653,25789,"654",25,"AllPure Technologies","allpure-technologies","Pennsylvania","PA","New Oxford","Philadelphia",703.4112,2944992,"Manufacturing",1,366560.983964376,2578431.01603562
654,25955,"655",16,"Neya Systems","neya-systems","Pennsylvania","PA","Wexford","Pittsburgh PA",702.9335,3063400,"Engineering",1,381525.99187853,2681874.00812147
655,26153,"656",45,"Nicholas Pension Consultants","nicholas-pension-consultants","California","CA","Rancho Cordova","Sacramento--Arden-Arcade--Roseville CA",702.715,4196530,"Financial Services",1,522792.024566627,3673737.97543337
656,25250,"657",109,"Oslo Solutions","oslo-solutions","Washington","WA","Issaquah","Seattle",702.3287,8279318,"IT Services",1,1031910.98610831,7247407.01389169
